parcel,network,principal_gradient_1,shared,shared_sem_subject,unique_e34_shared,unique_e34_shared_sem_subject,unique_av_shared,unique_av_shared_sem_subject,fine_grained_advantage,fine_grained_advantage_sem_subject,video,video_sem_subject,unique_e34_video,unique_e34_video_sem_subject,unique_av_video,unique_av_video_sem_subject
70,DorsAttn,-0.013159655661564691,0.07776509859955012,0.017987300998605227,0.02146978665494148,0.006863402299796335,0.007128580254162742,0.002990748861120512,0.014341206400778739,0.00651942635153457,0.09628226075226523,0.016709267240480673,0.011440957705706722,0.004537504917567948,0.004059866719797123,0.0021567395874320786
71,DorsAttn,-0.012605508096287563,0.11465708545162978,0.021551843365586833,0.013440816139575085,0.0029955638944021523,0.006910722504020983,0.0016383502017311038,0.006530093635554101,0.004093713595046168,0.12977367132660494,0.015727255533501922,0.011895656281262101,0.002382216541536868,0.004206806715060307,0.001166771768681571
72,DorsAttn,-0.0135605250688058,0.0728043195178105,0.02161770829585381,0.020034642068150598,0.006121454654873717,0.0066767191841474284,0.001662427919438826,0.01335792288400317,0.006164768123782774,0.10209549871403037,0.01985894384213296,0.008084391322053141,0.0034879575617513875,0.0033879899249866564,0.0013088890479994709
73,DorsAttn,-0.012643119623543756,0.1161588400047326,0.009066480767318516,0.03710536828819753,0.0066090541239761744,0.005091469908676105,0.002669588637218129,0.03201389837952142,0.004005572121529903,0.12660212878178304,0.005961353574314899,0.034159901121158166,0.004741805520718281,0.0022079665642031456,0.0011704554349625746
74,DorsAttn,-0.010997154316604254,0.06033343204547044,0.008778330624560621,0.01582908813180075,0.004991712768137931,0.005551670838499101,0.004107680279362507,0.010277417293301649,0.0013832950566777119,0.06919385119494019,0.008313786936565377,0.00957355630158574,0.003069961363277449,0.0040002984727508075,0.003287500932858899
75,DorsAttn,-0.010847622169976676,0.07376127874112282,0.02144544398219854,0.016851076966930622,0.0037455796323183385,0.0033971006288739504,0.002633234619884439,0.013453976338056672,0.0027268463205866456,0.07457385450036076,0.021124839023523852,0.014818100378780352,0.003340573614791862,0.0028385554478598473,0.0020327954153649633
76,DorsAttn,-0.011693665267077165,0.09795730751322254,0.019426310103721117,0.014480981957874572,0.001803877404969562,0.0036558261385583046,0.002200054305083185,0.010825155819316267,0.0021615895538665874,0.09183553025430143,0.021769136580416074,0.016053506689419673,0.002377226805727099,0.002956210569914397,0.0019070368759954526
77,DorsAttn,-0.012332983126936413,0.0863560172919263,0.010195762724214626,0.022817177283524614,0.00785732436003543,0.006191521109246412,0.002170908121962924,0.016625656174278202,0.0071953366026286,0.10388782334491323,0.014622519311005945,0.01286570567135159,0.004168011680125364,0.004072794474519336,0.0021043312135346254
78,DorsAttn,-0.012406268204038328,0.06743306831970448,0.024545660068148234,0.023240908276357074,0.00954760381228424,0.0058438851329589035,0.0017859133734080376,0.017397023143398173,0.00879350905957117,0.101234018669025,0.024541190430557632,0.007006780891016762,0.003989555352941855,0.0031747747448591657,0.0011200641907598472
79,DorsAttn,-0.010336546836418775,0.11654567086329552,0.007658739250211256,0.010852341384761321,0.004651346386735914,0.004374314783020061,0.0018348628024302215,0.0064780266017412606,0.0029260223366029386,0.1311068303023719,0.007381501163666963,0.008661348489557663,0.0020687107925367767,0.003684972520383334,0.001200706257761449
80,DorsAttn,-0.011828717004173803,0.11888578953655426,0.022983466603244494,0.02248462863824292,0.008075875957105978,0.007561056879658001,0.0015522468294197032,0.014923571758584919,0.007080234536083578,0.15938279072794206,0.013975602771709592,0.012671132917898032,0.0026302642965633427,0.004814642762378996,0.0006289018974757997
81,DorsAttn,-0.010401018113502717,0.13641898820420756,0.037643997354362364,0.024219257792295723,0.001668117708482498,0.004614042916263305,0.0007310903991073543,0.019605214876032416,0.0017642055924195353,0.17062008544987184,0.036176977435479284,0.01869459894295864,0.0038857947710186315,0.004100594454523954,0.0010715944076511764
82,DorsAttn,-0.012214681180751502,0.02249739703931186,0.007943156091526616,0.018806062188457352,0.006260123624393113,0.0073831036141446035,0.0018290967210680988,0.011422958574312747,0.004483061040366314,0.03564834834853261,0.012625924964002442,0.00483284925713352,0.0026081670981739718,0.0037468298942552767,0.0007847514311194257
83,DorsAttn,-0.011224996277154835,0.10391084430151676,0.023886450804857986,0.01858878124344332,0.0036329019685109073,0.005878664098160802,0.002862221351768726,0.012710117145282519,0.0020827325189019625,0.12221785219381313,0.02590082554918129,0.015707913448324874,0.0041996635710078245,0.004191218070340619,0.001944381898417734
